Grid	Japanese(Kanji)	Japanese(Kana)	Romanized Japanese	Latitude	Longitude	Classification
5538	谷川岳	たにがわだけ	Tanigawa Dake	36°50'	138°56'	Mountain
5034	田野町	たのちょう	Tano Cho	33°26'	134°00'	Municipality
5941	田野畑村	たのはたむら	Tanohata Mura	39°56'	141°53'	Municipality
5339	丹沢山	たんざわさん	Tanzawa San	35°28'	139°10'	Mountain
6140	龍飛崎	たっぴざき	Tappi Zaki	41°16'	140°21'	Cape
4930	太良町	たらちょう	Tara Cho	33°01'	130°11'	Municipality
4930	多良岳	たらだけ	Tara Dake	32°59'	130°06'	Mountain
4830	多良木町	たらぎまち	Taragi Machi	32°16'	130°56'	Municipality
6546	多楽水道	たらくすいどう	Taraku Suido	43°35'	146°14'	Sea Area
6546	多楽島	たらくとう	Taraku To	43°38'	146°19'	Island
3724	多良間島	たらましま	Tarama Shima	24°40'	124°42'	Island
3724	多良間村	たらまそん	Tarama Son	24°40'	124°42'	Municipality
5539	太郎山	たろうさん	Taro San	36°49'	139°29'	Mountain
5336	垂井町	たるいちょう	Tarui Cho	35°22'	136°32'	Municipality
6441	樽前山	たるまえさん	Tarumae San	42°41'	141°23'	Mountain
5336	樽見	たるみ	Tarumi	35°38'	136°37'	Populated area
4730	垂水市	たるみずし	Tarumizu Shi	31°30'	130°42'	Municipality
6040	田代岳	たしろだけ	Tashiro Dake	40°26'	140°25'	Mountain
5741	田代島	たしろじま	Tashiro Jima	38°18'	141°25'	Island
5437	立山	たてやま	Tate Yama	36°35'	137°37'	Mountain
5439	館林市	たてばやしし	Tatebayashi Shi	36°15'	139°33'	Municipality
5336	立石岬	たていしみさき	Tateishi Misaki	35°46'	136°01'	Cape
5438	立科町	たてしなまち	Tateshina Machi	36°16'	138°19'	Municipality
5438	蓼科山	たてしなやま	Tateshina Yama	36°06'	138°18'	Mountain
5537	立山町	たてやままち	Tateyama Machi	36°40'	137°19'	Municipality
5239	館山市	たてやまし	Tateyama Shi	35°00'	139°52'	Municipality
4229	龍郷町	たつごうちょう	Tatsugo Cho	28°25'	129°35'	Municipality
5841	龍舞崎	たつまいさき	Tatsumai Saki	38°50'	141°37'	Cape
5337	辰野町	たつのまち	Tatsuno Machi	35°59'	137°59'	Municipality
5234	たつの市	たつのし	Tatsuno Shi	34°51'	134°33'	Municipality
5135	田原本町	たわらもとちょう	Tawaramoto Cho	34°33'	135°48'	Municipality
	田山平頂海山	たやまへいちょうかいざん	Tayama Heichokaizan	23°37'	157°18'	Undersea feature
5940	田沢湖	たざわこ	Tazawa Ko	39°44'	140°40'	Lake
5133	手島	てしま	Te Shima	34°24'	133°40'	Island
5134	豊島	てしま	Te Shima	34°29'	134°04'	Island
5436	手取川	てどりがわ	Tedori Gawa	36°29'	136°29'	River
6441	手稲	ていね	Teine	43°07'	141°15'	Populated area
6441	手稲山	ていねやま	Teine Yama	43°05'	141°12'	Mountain
5338	光岳	てかりだけ	Tekari Dake	35°20'	138°05'	Mountain
	鉄幹海山	てっかんかいざん	Tekkan Kaizan	21°39'	129°06'	Undersea feature
5030	天山	てんざん	Ten Zan	33°20'	130°09'	Mountain
5740	天童市	てんどうし	Tendo Shi	38°22'	140°23'	Municipality
5540	天栄村	てんえいむら	Ten-ei Mura	37°15'	140°15'	Municipality
4730	天狗鼻	てんぐばな	Tengu Bana	31°48'	130°10'	Cape
3928	天仁屋崎	てにやざき	Teniya Zaki	26°34'	128°09'	Cape
5333	天神川	てんじんがわ	Tenjin Gawa	35°30'	133°51'	River
	天海海盆	てんかいかいぼん	Tenkai Kaibon	19°15'	135°56'	Undersea feature
5135	天川村	てんかわむら	Tenkawa Mura	34°15'	135°51'	Municipality
	天明海山	てんめいかいざん	Tenmei Kaizan	29°00'	139°04'	Undersea feature
	天王星海山	てんのうせいかいざん	Tennosei Kaizan	19°38'	135°59'	Undersea feature
	天保海山	てんぽうかいざん	Tenpo Kaizan	27°10'	139°38'	Undersea feature
5135	天理市	てんりし	Tenri Shi	34°36'	135°50'	Municipality
5137	天竜川	てんりゅうがわ	Tenryu Gawa	34°39'	137°48'	River
5137	天竜海底谷	てんりゅうかいていこく	Tenryu Kaiteikoku	34°08'	137°36'	Undersea feature
5237	天龍村	てんりゅうむら	Tenryu Mura	35°17'	137°51'	Municipality
4929	寺島	てらしま	Tera Shima	33°15'	129°04'	Island
6544	弟子屈町	てしかがちょう	Teshikaga Cho	43°29'	144°28'	Municipality
6741	天塩町	てしおちょう	Teshio Cho	44°53'	141°45'	Municipality
6542	天塩岳	てしおだけ	Teshio Dake	43°58'	142°53'	Mountain
6741	天塩川	てしおがわ	Teshio Gawa	44°53'	141°44'	River
6642	天塩山地	てしおさんち	Teshio Sanchi	44°22'	142°01'	Extensive natural feature
	手々海山	ててかいざん	Tete Kaizan	27°11'	131°55'	Undersea feature
6641	天売島	てうりとう	Teuri To	44°25'	141°19'	Island
4932	戸島	とじま	To Jima	33°13'	132°22'	Island
5139	利島	としま	To Shima	34°31'	139°17'	Island
5136	鳥羽市	とばし	Toba Shi	34°29'	136°51'	Municipality
5032	砥部町	とべちょう	Tobe Cho	33°45'	132°48'	Municipality
6441	当別町	とうべつちょう	Tobetsu Cho	43°13'	141°31'	Municipality
6441	当別川	とうべつがわ	Tobetsu Gawa	43°10'	141°26'	River
5839	飛島	とびしま	Tobi Shima	39°12'	139°33'	Island
5236	飛島村	とびしまむら	Tobishima Mura	35°05'	136°47'	Municipality
6445	湯沸岬	とうぶつみさき	Tobutsu Misaki	43°05'	145°10'	Cape
5439	栃木県	とちぎけん	Tochigi Ken	36°34'	139°53'	Municipality
5439	栃木市	とちぎし	Tochigi Shi	36°23'	139°44'	Municipality
5336	栃ノ木峠	とちのきとうげ	Tochinoki Toge	35°42'	136°10'	Pass
5339	戸田市	とだし	Toda Shi	35°49'	139°41'	Municipality
6840	海驢島	とどじま	Todo Jima	45°29'	140°58'	Island
5942	魹ヶ崎	とどがさき	Todogasaki	39°33'	142°04'	Cape
5237	東栄町	とうえいちょう	Toei Cho	35°05'	137°42'	Municipality
6545	東沸湖	とうふつこ	Tofutsu Ko	43°56'	145°37'	Lake
6544	涛沸湖	とうふつこ	Tofutsu Ko	43°56'	144°24'	Lake
5538	戸隠山	とがくしやま	Togakushi Yama	36°46'	138°04'	Mountain
5340	東金市	とうがねし	Togane Shi	35°34'	140°22'	Municipality
4929	時津町	とぎつちょう	Togitsu Cho	32°50'	129°51'	Municipality
5237	東郷町	とうごうちょう	Togo Cho	35°06'	137°03'	Municipality
5333	東郷池	とうごういけ	Togo Ike	35°29'	133°54'	Lake
5438	戸倉	とぐら	Togura	36°29'	138°09'	Populated area
5030	東峰村	とうほうむら	Toho Mura	33°24'	130°52'	Municipality
6141	東北町	とうほくまち	Tohoku Machi	40°44'	141°15'	Municipality
6545	当幌川	とうほろがわ	Tohoro Gawa	43°36'	145°12'	River
5238	土肥	とい	Toi	34°55'	138°48'	Populated area
4731	都井岬	といみさき	Toi Misaki	31°23'	131°20'	Cape
5536	戸出	といで	Toide	36°41'	136°59'	Populated area
5236	東員町	とういんちょう	Toin Cho	35°04'	136°35'	Municipality
	冬至海山	とうじかいざん	Toji Kaizan	21°29'	141°40'	Undersea feature
6542	十勝岳	とかちだけ	Tokachi Dake	43°25'	142°41'	Mountain
6443	十勝川	とかちがわ	Tokachi Gawa	42°42'	143°40'	River
6443	十勝平野	とかちへいや	Tokachi Heiya	42°52'	143°12'	Extensive natural feature
5440	東海村	とうかいむら	Tokai Mura	36°28'	140°34'	Municipality
5236	東海市	とうかいし	Tokai Shi	35°01'	136°54'	Municipality
5538	十日町市	とおかまちし	Tokamachi Shi	37°08'	138°45'	Municipality
4530	吐噶喇海峡	とからかいきょう	Tokara Kaikyo	30°11'	130°17'	Sea Area
	吐噶喇海底谷	とからかいていこく	Tokara Kaiteikoku	29°03'	130°24'	Undersea feature
4429	吐噶喇列島	とかられっとう	Tokara Retto	29°22'	129°42'	Extensive natural feature
3927	渡嘉敷島	とかしきじま	Tokashiki Jima	26°11'	127°21'	Island
	渡嘉敷海山	とかしきかいざん	Tokashiki Kaizan	22°42'	126°09'	Undersea feature
3927	渡嘉敷村	とかしきそん	Tokashiki Son	26°12'	127°22'	Municipality
	朱鷺断裂帯	ときだんれつたい	Toki Danretsutai	19°19'	139°25'	Undersea feature
5237	土岐川	ときがわ	Toki Gawa	35°18'	137°06'	River
	冬季海山列	とうきかいざんれつ	Toki Kaizan Retsu	21°32'	141°41'	Undersea feature
5337	土岐市	ときし	Toki Shi	35°21'	137°11'	Municipality
5439	ときがわ町	ときがわまち	Tokigawa Machi	36°01'	139°18'	Municipality
5236	常滑市	とこなめし	Tokoname Shi	34°53'	136°50'	Municipality
5639	常浪川	とこなみがわ	Tokonami Gawa	37°41'	139°27'	River
6644	常呂川	ところがわ	Tokoro Gawa	44°07'	144°05'	River
5339	所沢市	ところざわし	Tokorozawa Shi	35°48'	139°28'	Municipality
6545	床丹川	とこたんがわ	Tokotan Gawa	43°29'	145°15'	River
4128	徳之島	とくのしま	Tokunoshima	27°47'	128°58'	Island
4129	徳之島町	とくのしまちょう	Tokunoshima Cho	27°44'	129°01'	Municipality
5234	戸倉峠	とくらとうげ	Tokura Toge	35°18'	134°31'	Pass
6742	徳志別川	とくしべつがわ	Tokushibetsu Gawa	44°51'	142°39'	River
5134	徳島県	とくしまけん	Tokushima Ken	34°04'	134°34'	Municipality
5134	徳島市	とくしまし	Tokushima Shi	34°04'	134°33'	Municipality
5339	東京都	とうきょうと	Tokyo To	35°41'	139°42'	Municipality
5339	東京湾	とうきょうわん	Tokyo Wan	35°29'	139°51'	Sea Area
6542	当麻町	とうまちょう	Toma Cho	43°50'	142°31'	Municipality
6341	苫小牧市	とまこまいし	Tomakomai Shi	42°38'	141°36'	Municipality
6641	苫前町	とままえちょう	Tomamae Cho	44°18'	141°39'	Municipality
6442	トマム山	トマムやま	Tomamu Yama	43°05'	142°36'	Mountain
6545	泊村	とまりむら	Tomari Mura	43°44'	145°30'	Municipality
6440	泊村	とまりむら	Tomari Mura	43°04'	140°30'	Municipality
6545	泊山	とまりやま	Tomari Yama	43°51'	145°30'	Mountain
5841	登米市	とめし	Tome Shi	38°42'	141°11'	Municipality
5438	東御市	とうみし	Tomi Shi	36°22'	138°20'	Municipality
3927	豊見城市	とみぐすくし	Tomigusuku Shi	26°11'	127°41'	Municipality
5336	富加町	とみかちょう	Tomika Cho	35°29'	136°59'	Municipality
5641	富岡町	とみおかまち	Tomioka Machi	37°21'	141°01'	Municipality
5438	富岡市	とみおかし	Tomioka Shi	36°16'	138°53'	Municipality
5340	富里市	とみさとし	Tomisato Shi	35°44'	140°21'	Municipality
5740	富谷市	とみやし	Tomiya Shi	38°24'	140°54'	Municipality
5133	鞆	とも	Tomo	34°23'	133°23'	Populated area
	友田平頂海山	ともだへいちょうかいざん	Tomoda Heichokaizan	24°25'	154°30'	Undersea feature
5134	友ヶ島水道（紀淡海峡）	ともがしますいどう（きたんかいきょう）	Tomogashima Suido (Kitan Kaikyo)	34°17'	134°58'	Sea Area
	友利海山	ともりかいざん	Tomori Kaizan	24°00'	125°44'	Undersea feature
6542	トムラウシ山	トムラウシやま	Tomuraushi Yama	43°32'	142°51'	Mountain
3927	渡名喜島	となきじま	Tonaki Jima	26°22'	127°09'	Island
3927	渡名喜村	となきそん	Tonaki Son	26°22'	127°08'	Municipality
5436	砺波市	となみし	Tonami Shi	36°39'	136°58'	Municipality
6742	頓別川	とんべつがわ	Tonbetsu Gawa	45°08'	142°23'	River
	トンビ海底谷	トンビかいていこく	Tonbi Kaiteikoku	28°46'	130°51'	Undersea feature
5131	富田	とんだ	Tonda	34°04'	131°46'	Populated area
5035	富田川	とんだがわ	Tonda Gawa	33°38'	135°24'	River
5135	富田林市	とんだばやしし	Tondabayashi Shi	34°30'	135°36'	Municipality
5340	利根川	とねがわ	Tone Gawa	35°45'	140°51'	River
5340	利根町	とねまち	Tone Machi	35°51'	140°08'	Municipality
5941	遠野市	とおのし	Tono Shi	39°20'	141°32'	Municipality
5134	土庄町	とのしょうちょう	Tonosho Cho	34°29'	134°11'	Municipality
5340	東庄町	とうのしょうまち	Tonosho Machi	35°50'	140°40'	Municipality
5032	東温市	とうおんし	Toon Shi	33°47'	132°52'	Municipality
5739	鳥崎	とりさき	Tori Saki	38°29'	139°16'	Cape
4540	鳥島	とりしま	Tori Shima	30°29'	140°18'	Island
3926	鳥島	とりしま	Tori Shima	26°36'	126°50'	Island
5340	取手市	とりでし	Toride Shi	35°55'	140°03'	Municipality
5538	鳥ヶ首岬	とりがくびみさき	Torigakubi Misaki	37°10'	138°06'	Cape
5438	鳥居峠	とりいとうげ	Torii Toge	36°29'	138°24'	Pass
5337	鳥居峠	とりいとうげ	Torii Toge	35°57'	137°48'	Pass
5538	鳥甲山	とりかぶとやま	Torikabuto Yama	36°50'	138°35'	Mountain
5540	鷲子山	とりのこさん	Torinoko San	36°42'	140°14'	Mountain
6444	塘路湖	とうろこ	Toro Ko	43°09'	144°32'	Lake
4934	土佐碆	とさばえ	Tosa Bae	33°05'	134°39'	Undersea feature
5033	土佐町	とさちょう	Tosa Cho	33°44'	133°32'	Municipality
4933	土佐海盆	とさかいぼん	Tosa Kaibon	32°50'	133°47'	Undersea feature
5033	土佐市	とさし	Tosa Shi	33°30'	133°26'	Municipality
5033	土佐湾	とさわん	Tosa Wan	33°20'	133°41'	Sea Area
4731	戸崎鼻	とさきばな	Tosaki Bana	31°47'	131°29'	Cape
4932	土佐清水市	とさしみずし	Tosashimizu Shi	32°47'	132°57'	Municipality
5136	答志島	とうしじま	Toshi Jima	34°31'	136°53'	Island
6443	利別川	としべつがわ	Toshibetsu Gawa	42°52'	143°27'	River
5339	豊島区	としまく	Toshima Ku	35°44'	139°43'	Municipality
4730	十島村	としまむら	Toshima Mura	31°36'	130°34'	Municipality
5139	利島村	としまむら	Toshima Mura	34°32'	139°17'	Municipality
6041	遠島山	とおしまやま	Toshima Yama	40°01'	141°39'	Mountain
5030	鳥栖市	とすし	Tosu Shi	33°23'	130°30'	Municipality
4831	土々呂	ととろ	Totoro	32°31'	131°41'	Populated area
5035	十津川	とつかわ	Totsu Kawa	33°52'	135°46'	River
5035	十津川村	とつかわむら	Totsukawa Mura	33°59'	135°48'	Municipality
6442	戸蔦別岳	とったべつだけ	Tottabetsu Dake	42°44'	142°42'	Mountain
5334	鳥取県	とっとりけん	Tottori Ken	35°30'	134°14'	Municipality
5334	鳥取市	とっとりし	Tottori Shi	35°30'	134°13'	Municipality
6748	トウロ	トウロ	Touro	45°19'	148°25'	Populated area
6040	十和田湖	とわだこ	Towada Ko	40°28'	140°53'	Lake
6041	十和田市	とわだし	Towada Shi	40°37'	141°12'	Municipality
6340	洞爺湖	とうやこ	Toya Ko	42°37'	140°51'	Lake
6340	洞爺湖町	とうやこちょう	Toyako Cho	42°33'	140°46'	Municipality
5537	富山県	とやまけん	Toyama Ken	36°42'	137°13'	Municipality
5537	富山市	とやまし	Toyama Shi	36°42'	137°13'	Municipality
	富山深海長谷	とやましんかいちょうこく	Toyama Shinkai-Chokoku	39°02'	137°17'	Undersea feature
	富山深海扇状地	とやましんかいせんじょうち	Toyama Shinkai-Senjochi	39°10'	137°20'	Undersea feature
5637	富山舟状海盆	とやましゅうじょうかいぼん	Toyama Shujokaibon	37°49'	137°44'	Undersea feature
5537	富山湾	とやまわん	Toyama Wan	36°52'	137°11'	Sea Area
5034	東洋町	とうようちょう	Toyo Cho	33°32'	134°17'	Municipality
5237	豊川	とよがわ	Toyo Gawa	34°47'	137°20'	River
5237	豊明市	とよあけし	Toyoake Shi	35°03'	137°01'	Municipality
5237	豊橋市	とよはしし	Toyohashi Shi	34°46'	137°23'	Municipality
6441	豊平川	とよひらがわ	Toyohira Gawa	43°09'	141°27'	River
5237	豊川市	とよかわし	Toyokawa Shi	34°50'	137°23'	Municipality
6443	豊頃町	とよころちょう	Toyokoro Cho	42°48'	143°30'	Municipality
5235	豊中市	とよなかし	Toyonaka Shi	34°47'	135°28'	Municipality
5237	豊根村	とよねむら	Toyone Mura	35°09'	137°43'	Municipality
6343	豊似岳	とよにだけ	Toyoni Dake	42°05'	143°14'	Mountain
6343	豊似川	とよにがわ	Toyoni Gawa	42°23'	143°22'	River
5235	豊能町	とよのちょう	Toyono Cho	34°55'	135°30'	Municipality
5337	豊丘村	とよおかむら	Toyooka Mura	35°33'	137°54'	Municipality
5334	豊岡市	とよおかし	Toyooka Shi	35°33'	134°49'	Municipality
5236	豊郷町	とよさとちょう	Toyosato Cho	35°12'	136°14'	Municipality
5237	豊田市	とよたし	Toyota Shi	35°05'	137°09'	Municipality
5129	豊玉	とよたま	Toyotama	34°24'	129°19'	Populated area
6741	豊富町	とよとみちょう	Toyotomi Cho	45°06'	141°47'	Municipality
6340	豊浦町	とようらちょう	Toyoura Cho	42°35'	140°43'	Municipality
5236	豊山町	とよやまちょう	Toyoyama Cho	35°15'	136°55'	Municipality
5840	戸沢村	とざわむら	Tozawa Mura	38°44'	140°09'	Municipality
5236	津市	つし	Tsu Shi	34°43'	136°30'	Municipality
5437	燕岳	つばくろだけ	Tsubakuro Dake	36°24'	137°43'	Mountain
5638	燕市	つばめし	Tsubame Shi	37°40'	138°53'	Municipality
5536	津幡町	つばたまち	Tsubata Machi	36°40'	136°44'	Municipality
6544	津別町	つべつちょう	Tsubetsu Cho	43°42'	144°01'	Municipality
5440	土浦市	つちうらし	Tsuchiura Shi	36°05'	140°12'	Municipality
6140	津軽半島	つがるはんとう	Tsugaru Hanto	41°02'	140°30'	Extensive natural feature
6140	津軽平野	つがるへいや	Tsugaru Heiya	40°50'	140°26'	Extensive natural feature
6240	津軽海峡	つがるかいきょう	Tsugaru Kaikyo	41°36'	140°47'	Sea Area
6140	つがる市	つがるし	Tsugaru Shi	40°49'	140°23'	Municipality
3927	津堅島	つけんじま	Tsuken Jima	26°15'	127°56'	Island
4731	築島	つきしま	Tsuki Shima	31°29'	131°23'	Island
6541	月形町	つきがたちょう	Tsukigata Cho	43°20'	141°40'	Municipality
	月見海山	つきみかいざん	Tsukimi Kaizan	22°05'	141°58'	Undersea feature
5440	筑波山	つくばさん	Tsukuba San	36°14'	140°06'	Mountain
5440	つくば市	つくばし	Tsukuba Shi	36°05'	140°05'	Municipality
5340	つくばみらい市	つくばみらいし	Tsukubamirai Shi	35°58'	140°02'	Municipality
4931	津久見市	つくみし	Tsukumi Shi	33°04'	131°52'	Municipality
4629	津倉瀬	つくらせ	Tsukura Se	31°19'	129°44'	Island
4930	筑紫平野	つくしへいや	Tsukushi Heiya	33°17'	130°27'	Extensive natural feature
5030	筑紫山地	つくしさんち	Tsukushi Sanchi	33°30'	130°42'	Extensive natural feature
5438	嬬恋村	つまごいむら	Tsumagoi Mura	36°31'	138°32'	Municipality
5138	爪木崎	つめきざき	Tsumeki Zaki	34°39'	138°59'	Cape
4830	津奈木町	つなぎまち	Tsunagi Machi	32°14'	130°26'	Municipality
5538	津南町	つなんまち	Tsunan Machi	37°01'	138°39'	Municipality
5335	常神岬	つねかみみさき	Tsunekami Misaki	35°39'	135°49'	Cape
5033	津野町	つのちょう	Tsuno Cho	33°27'	133°12'	Municipality
4831	都農町	つのちょう	Tsuno Cho	32°15'	131°34'	Municipality
5130	角島	つのしま	Tsuno Shima	34°21'	130°52'	Island
	つりがね星海山	つりがねぼしかいざん	Tsuriganeboshi Kaizan	19°14'	136°48'	Undersea feature
4729	釣掛埼	つりかけざき	Tsurikake Zaki	31°37'	129°41'	Cape
5338	都留市	つるし	Tsuru Shi	35°33'	138°54'	Municipality
5336	敦賀市	つるがし	Tsuruga Shi	35°39'	136°03'	Municipality
5336	敦賀湾	つるがわん	Tsuruga Wan	35°43'	136°03'	Sea Area
5339	鶴ヶ島市	つるがしまし	Tsurugashima Shi	35°56'	139°24'	Municipality
5134	つるぎ町	つるぎちょう	Tsurugi Cho	34°02'	134°04'	Municipality
5437	剱岳	つるぎだけ	Tsurugi Dake	36°37'	137°37'	Mountain
5034	剣山	つるぎさん	Tsurugi San	33°51'	134°06'	Mountain
5239	剱崎	つるぎざき	Tsurugi Zaki	35°08'	139°41'	Cape
6444	鶴居村	つるいむら	Tsurui Mura	43°14'	144°19'	Municipality
4931	鶴見岳	つるみだけ	Tsurumi Dake	33°17'	131°26'	Mountain
4932	鶴御崎	つるみさき	Tsurumi Saki	32°56'	132°05'	Cape
5839	鶴岡市	つるおかし	Tsuruoka Shi	38°44'	139°50'	Municipality
4931	鶴崎	つるさき	Tsurusaki	33°15'	131°41'	Populated area
6140	鶴田町	つるたまち	Tsuruta Machi	40°46'	140°26'	Municipality
5129	対馬	つしま	Tsushima	34°24'	129°25'	Island
	対馬海盆	つしまかいぼん	Tsushima Kaibon	36°30'	131°00'	Undersea feature
5129	対馬海峡	つしまかいきょう	Tsushima Kaikyo	34°05'	129°21'	Sea Area
5129	対馬市	つしまし	Tsushima Shi	34°12'	129°17'	Municipality
5236	津島市	つしまし	Tsushima Shi	35°11'	136°44'	Municipality
5132	津田	つた	Tsuta	34°22'	132°11'	Populated area
5129	豆酘	つつ	Tsutsu	34°07'	129°11'	Populated area
6140	堤川	つつみがわ	Tsutsumi Gawa	40°50'	140°46'	River
5131	津和野町	つわのちょう	Tsuwano Cho	34°33'	131°50'	Municipality
5234	津山市	つやまし	Tsuyama Shi	35°04'	134°00'	Municipality
5029	津崎鼻	つざきばな	Tsuzaki Bana	33°24'	129°40'	Cape
5031	宇部市	うべし	Ube Shi	33°57'	131°15'	Municipality
4931	産山村	うぶやまむら	Ubuyama Mura	33°00'	131°13'	Municipality
5032	内子町	うちこちょう	Uchiko Cho	33°32'	132°39'	Municipality
5436	内灘町	うちなだまち	Uchinada Machi	36°39'	136°39'	Municipality
6340	内浦湾（噴火湾）	うちうらわん（ふんかわん）	Uchiura Wan (Funka Wan)	42°21'	140°38'	Sea Area
5438	内山峠	うちやまとうげ	Uchiyama Toge	36°13'	138°37'	Pass
5135	宇陀市	うだし	Uda Shi	34°32'	135°57'	Municipality
5139	鵜渡根島	うどねじま	Udone Jima	34°28'	139°18'	Island
5540	植田	うえだ	Ueda	36°55'	140°48'	Populated area
	上田海嶺	うえだかいれい	Ueda Kairei	27°25'	144°14'	Undersea feature
5438	上田市	うえだし	Ueda Shi	36°24'	138°15'	Municipality
5438	上野村	うえのむら	Ueno Mura	36°05'	138°47'	Municipality
5339	上野原市	うえのはらし	Uenohara Shi	35°38'	139°07'	Municipality
6642	ウエンシリ岳	ウエンシリだけ	Uenshiri Dake	44°14'	142°53'	Mountain
	ウガミ海山	ウガミかいざん	Ugami Kaizan	29°06'	132°09'	Undersea feature
6041	有家川	うげがわ	Uge Gawa	40°19'	141°47'	River
5840	羽後町	うごまち	Ugo Machi	39°12'	140°25'	Municipality
4932	鵜来島	うぐるしま	Uguru Shima	32°48'	132°29'	Island
4629	宇治群島	うじぐんとう	Uji Gunto	31°15'	129°27'	Extensive natural feature
4629	宇治島	うじじま	Uji Jima	31°12'	129°28'	Island
5235	宇治市	うじし	Uji Shi	34°53'	135°48'	Municipality
4629	宇治向島	うじむかえじま	Ujimukae Jima	31°11'	129°27'	Island
5235	宇治田原町	うじたわらちょう	Ujitawara Cho	34°51'	135°51'	Municipality
4229	請島	うけじま	Uke Jima	28°02'	129°14'	Island
	請海山	うけかいざん	Uke Kaizan	27°37'	131°45'	Undersea feature
5641	請戸川	うけどがわ	Ukedo Gawa	37°29'	141°02'	River
4229	宇検村	うけんそん	Uken Son	28°17'	129°18'	Municipality
4830	宇城市	うきし	Uki Shi	32°39'	130°41'	Municipality
5030	うきは市	うきはし	Ukiha Shi	33°21'	130°45'	Municipality
6443	ウコタキヌプリ	ウコタキヌプリ	Ukotaki Nupuri	43°13'	143°48'	Mountain
4929	宇久島	うくじま	Uku Jima	33°16'	129°07'	Island
5034	馬路村	うまじむら	Umaji Mura	33°33'	134°03'	Municipality
5030	宇美町	うみまち	Umi Machi	33°34'	130°31'	Municipality
6544	海別岳	うなべつだけ	Unabetsu Dake	43°53'	144°53'	Mountain
3623	宇那利崎	うなりざき	Unari Zaki	24°26'	123°46'	Cape
5232	雲南市	うんなんし	Unnan Shi	35°18'	132°54'	Municipality
5640	鵜の尾崎	うのおざき	Unoo Zaki	37°49'	140°59'	Cape
5133	雲辺寺山	うんぺんじさん	Unpenji San	34°02'	133°43'	Mountain
4930	雲仙岳	うんぜんだけ	Unzen Dake	32°46'	130°18'	Mountain
4930	雲仙市	うんぜんし	Unzen Shi	32°50'	130°11'	Municipality
5538	魚野川	うおのがわ	Uono Gawa	37°17'	138°51'	River
5538	魚沼市	うおぬまし	Uonuma Shi	37°14'	138°58'	Municipality
3823	魚釣島	うおつりしま	Uotsuri Shima	25°45'	123°28'	Island
5537	魚津市	うおづし	Uozu Shi	36°50'	137°25'	Municipality
6543	ウペペサンケ山	ウペペサンケやま	Upepesanke Yama	43°23'	143°05'	Mountain
5239	浦賀水道	うらがすいどう	Uraga Suido	35°13'	139°47'	Sea Area
	浦原海山	うらはらかいざん	Urahara Kaizan	28°38'	131°50'	Undersea feature
6443	浦幌町	うらほろちょう	Urahoro Cho	42°49'	143°40'	Municipality
6443	浦幌川	うらほろがわ	Urahoro Gawa	42°44'	143°40'	River
6342	浦河町	うらかわちょう	Urakawa Cho	42°10'	142°46'	Municipality
3927	浦添市	うらそえし	Urasoe Shi	26°15'	127°43'	Municipality
6541	浦臼町	うらうすちょう	Urausu Cho	43°26'	141°49'	Municipality
5339	浦安市	うらやすし	Urayasu Shi	35°39'	139°54'	Municipality
4930	嬉野市	うれしのし	Ureshino Shi	33°08'	130°04'	Municipality
5237	売木村	うるぎむら	Urugi Mura	35°16'	137°43'	Municipality
3927	うるま市	うるまし	Uruma Shi	26°23'	127°51'	Municipality
6647	得茂別湖	うるもんべつこ	Urumonbetsu Ko	44°37'	147°12'	Lake
6541	雨竜町	うりゅうちょう	Uryu Cho	43°39'	141°53'	Municipality
6541	雨竜川	うりゅうがわ	Uryu Gawa	43°38'	141°55'	River
5033	宇佐	うさ	Usa	33°27'	133°26'	Populated area
5031	宇佐市	うさし	Usa Shi	33°32'	131°21'	Municipality
5340	牛久市	うしくし	Ushiku Shi	35°59'	140°09'	Municipality
5035	牛廻山	うしまわしやま	Ushimawashi Yama	33°57'	135°38'	Mountain
4142	後島	うしろじま	Ushirojima	27°30'	142°13'	Island
6340	有珠山	うすざん	Usu Zan	42°33'	140°50'	Mountain
	雨水平頂海山	うすいへいちょうかいざん	Usui Heichokaizan	23°13'	141°26'	Undersea feature
5438	碓氷峠	うすいとうげ	Usui Toge	36°21'	138°39'	Pass
4931	臼杵市	うすきし	Usuki Shi	33°08'	131°48'	Municipality
4931	臼杵湾	うすきわん	Usuki Wan	33°09'	131°51'	Sea Area
6542	歌志内市	うたしないし	Utashinai Shi	43°31'	142°02'	Municipality
	歌代平頂海山	うたしろへいちょうかいざん	Utashiro Heichokaizan	22°08'	155°20'	Undersea feature
5133	宇多津町	うたづちょう	Utazu Cho	34°19'	133°50'	Municipality
4830	宇土半島	うとはんとう	Uto Hanto	32°39'	130°34'	Extensive natural feature
4930	宇土市	うとし	Uto Shi	32°41'	130°40'	Municipality
6645	ウトロ	ウトロ	Utoro	44°04'	145°00'	Populated area
6643	欝岳	うつだけ	Utsu Dake	44°18'	143°05'	Mountain
5337	空木岳	うつぎだけ	Utsugi Dake	35°43'	137°49'	Mountain
5133	内海	うつみ	Utsumi	34°21'	133°17'	Populated area
5439	宇都宮市	うつのみやし	Utsunomiya Shi	36°33'	139°53'	Municipality
5238	宇津ノ谷峠	うつのやとうげ	Utsunoya Toge	34°56'	138°18'	Pass
